,path,interval_folder,sector,ticker,size_bytes,size_gb
225,15_min_interval_stocks/Financials/SYF.csv,15_min_interval_stocks,Financials,SYF,4711819,0.004388223402202129
226,15_min_interval_stocks/Financials/GHLD.csv,15_min_interval_stocks,Financials,GHLD,714315,0.0006652576848864555
227,15_min_interval_stocks/Financials/MITA.csv,15_min_interval_stocks,Financials,MITA,89970,8.37910920381546e-05
228,15_min_interval_stocks/Financials/ETW.csv,15_min_interval_stocks,Financials,ETW,6877795,0.006405445747077465
229,15_min_interval_stocks/Financials/PB.csv,15_min_interval_stocks,Financials,PB,9042104,0.008421115577220917
230,15_min_interval_stocks/Financials/EMD.csv,15_min_interval_stocks,Financials,EMD,6167805,0.0057442160323262215
231,15_min_interval_stocks/Financials/NEWTH.csv,15_min_interval_stocks,Financials,NEWTH,44273,4.123244434595108e-05
232,15_min_interval_stocks/Financials/QQQX.csv,15_min_interval_stocks,Financials,QQQX,6201656,0.00577574223279953
233,15_min_interval_stocks/Financials/EAD.csv,15_min_interval_stocks,Financials,EAD,7692405,0.00716411042958498
234,15_min_interval_stocks/Financials/MYI.csv,15_min_interval_stocks,Financials,MYI,8065194,0.00751129724085331
235,15_min_interval_stocks/Financials/OSBC.csv,15_min_interval_stocks,Financials,OSBC,6779622,0.00631401501595974
236,15_min_interval_stocks/Financials/PLMR.csv,15_min_interval_stocks,Financials,PLMR,1923521,0.0017914185300469398
237,15_min_interval_stocks/Financials/MUI.csv,15_min_interval_stocks,Financials,MUI,6693476,0.006233785301446915
238,15_min_interval_stocks/Financials/WINV.csv,15_min_interval_stocks,Financials,WINV,53678,4.9991533160209656e-05
239,15_min_interval_stocks/Financials/OWL.csv,15_min_interval_stocks,Financials,OWL,1836816,0.0017106682062149048
240,15_min_interval_stocks/Financials/ICMB.csv,15_min_interval_stocks,Financials,ICMB,2564194,0.0023880917578935623
